player_id,first_name,last_name,team_id,position,jersey_number,date_of_birth,height_inches,weight_lbs,nationality,bats,throws,team_abbrev,season,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_game,last_game,dataid,status,active
130060,Chase,Meidroth,6,,,,,,,R,R,CWS,2025,122,0,0,0,0,0,61,0,76,0,0,0,0,0,3,0,20250411,20250928,meidc001,available,t
130146,Omar,Narvaez,6,,,,,,,L,R,CWS,2025,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20250411,20250416,narvo001,available,t
130165,Ryan,Noda,6,,,,,,,L,L,CWS,2025,16,0,0,0,0,11,0,0,0,0,0,1,1,4,0,1,20250614,20250706,nodar001,available,t
130211,Joshua,Palacios,6,,,,,,,L,R,CWS,2025,51,0,0,0,0,0,0,0,0,11,0,36,47,4,5,2,20250411,20250612,palaj001,available,t
130246,Martin,Perez,6,,,,,,,L,L,CWS,2025,11,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,20250331,20250917,perem004,available,t
130365,Josh,Rojas,6,,,,,,,L,R,CWS,2025,69,0,0,0,0,0,24,47,0,5,0,0,5,0,4,1,20250504,20250815,rojaj001,available,t
130479,Austin,Slater,6,,,,,,,R,R,CWS,2025,51,0,0,0,0,1,0,0,0,20,2,21,40,4,24,1,20250327,20250729,slata001,available,t
130490,Shane,Smith,6,,,,,,,R,R,CWS,2025,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20250401,20250928,smits003,available,t
130507,Lenyn,Sosa,6,,,,,,,R,R,CWS,2025,140,0,0,0,0,42,99,3,0,0,0,0,0,11,7,0,20250327,20250928,sosal001,available,t
130591,Matt,Thaiss,6,,,,,,,L,R,CWS,2025,35,0,0,0,29,1,0,0,0,0,0,0,0,1,6,0,20250329,20250524,thaim001,available,t
130660,Andrew,Vaughn,6,,,,,,,R,R,CWS,2025,48,0,0,0,0,31,0,0,0,0,0,0,0,17,1,0,20250327,20250521,vauga001,available,t
130737,Bryse,Wilson,6,,,,,,,R,R,CWS,2025,20,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,20250329,20250902,wilsb003,available,t
130741,Steven,Wilson,6,,,,,,,R,R,CWS,2025,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,20250417,20250927,wilss002,available,t
129064,Kevin,Alcantara,21,,,,,,,R,R,CHC,2025,10,0,0,0,0,0,0,0,0,2,4,1,7,2,0,3,20250902,20250928,alcak001,available,t
129093,Miguel,Amaya,21,,,,,,,R,R,CHC,2025,28,0,0,0,27,0,0,0,0,0,0,0,0,1,1,0,20250318,20250813,amaym001,available,t
129118,Javier,Assad,21,,,,,,,R,R,CHC,2025,8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,20250812,20250928,assaj001,available,t
129139,Moises,Ballesteros,21,,,,,,,L,R,CHC,2025,23,0,0,0,1,2,0,0,0,0,0,0,0,18,6,0,20250513,20251011,ballm001,available,t
129182,Jon,Berti,21,,,,,,,R,R,CHC,2025,53,4,0,4,0,0,13,28,0,0,0,1,1,1,10,8,20250318,20250810,bertj001,available,t
129218,Matt,Boyd,21,,,,,,,L,L,CHC,2025,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20250330,20251009,boydm001,available,t
129225,Ryan,Brasier,21,,,,,,,R,R,CHC,2025,28,28,1,27,0,0,0,0,0,0,0,0,0,0,0,0,20250318,20250821,brasr001,available,t
129237,Ben,Brown,21,,,,,,,R,R,CHC,2025,26,26,15,11,0,0,0,0,0,0,0,0,0,0,0,0,20250318,20251004,browb006,available,t
129246,Vidal,Brujan,21,,,,,,,B,R,CHC,2025,36,0,0,0,0,0,3,11,2,5,2,3,10,3,9,8,20250319,20250729,brujv001,available,t
129265,Michael,Busch,21,,,,,,,L,R,CHC,2025,163,0,0,0,0,159,0,0,0,0,0,0,0,2,23,0,20250318,20251011,buscm003,available,t
129274,Genesis,Cabrera,21,,,,,,,L,L,CHC,2025,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20250530,20250620,cabrg001,available,t
129280,Owen,Caissie,21,,,,,,,L,R,CHC,2025,12,0,0,0,0,0,0,0,0,2,0,6,8,1,4,0,20250814,20250913,caiso001,available,t
129322,Willi,Castro,21,,,,,,,B,R,CHC,2025,36,0,0,0,0,0,6,12,0,2,5,13,20,0,4,0,20250802,20251011,castw003,available,t
129343,Aaron,Civale,21,,,,,,,R,R,CHC,2025,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20250901,20251004,civaa001,available,t
129372,Tom,Cosgrove,21,,,,,,,L,L,CHC,2025,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20250429,20250509,cosgt001,available,t
129386,Pete,Crow-Armstrong,21,,,,,,,L,L,CHC,2025,165,0,0,0,0,0,0,0,0,0,164,0,164,1,2,0,20250318,20251011,crowp001,available,t
129537,Chris,Flexen,21,,,,,,,R,R,CHC,2025,21,21,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20250502,20250728,flexc001,available,t
129568,Michael,Fulmer,21,,,,,,,R,R,CHC,2025,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20250623,20250625,fulmm001,available,t
129677,Ian,Happ,21,,,,,,,B,R,CHC,2025,158,0,0,0,0,0,0,0,0,154,0,0,154,4,1,0,20250318,20251011,happi001,available,t
129747,Porter,Hodge,21,,,,,,,R,R,CHC,2025,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20250319,20250919,hodgp001,available,t
129749,Nico,Hoerner,21,,,,,,,R,R,CHC,2025,164,0,0,0,0,0,161,0,8,0,0,0,0,0,0,0,20250327,20251011,hoern001,available,t
129756,Gavin,Hollowell,21,,,,,,,R,R,CHC,2025,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20250422,20250818,hollg002,available,t
129763,Cade,Horton,21,,,,,,,R,R,CHC,2025,23,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,20250510,20250923,hortc001,available,t
129780,Shota,Imanaga,21,,,,,,,L,L,CHC,2025,27,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,20250318,20251006,imans001,available,t
130593,Caleb,Thielbar,21,,,,,,,R,L,CHC,2025,72,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,20250319,20251011,thiec001,available,t
130629,Kyle,Tucker,21,,,,,,,L,R,CHC,2025,144,0,0,0,0,0,0,0,0,0,0,115,115,28,2,0,20250318,20251011,tuckk001,available,t
130632,Justin,Turner,21,,,,,,,R,R,CHC,2025,81,0,0,0,0,40,0,14,0,0,0,0,0,19,32,0,20250318,20251006,turnj001,available,t
130727,Jordan,Wicks,21,,,,,,,L,L,CHC,2025,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20250418,20250928,wickj001,available,t
129195,Paul,Blackburn,1,,,,,,,R,R,NYY,2025,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20250823,20251004,blacp001,available,t
129051,Jordyn,Adams,3,,,,,,,R,R,BAL,2025,10,0,0,0,0,0,0,0,0,0,7,2,9,0,0,2,20250531,20250810,adamj003,available,t
129053,Travis,Adams,10,,,,,,,R,R,MIN,2025,18,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,20250705,20250928,adamt002,available,t
129057,Zach,Agnos,27,,,,,,,R,R,COL,2025,30,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20250420,20250928,agnoz001,available,t
129058,Nick,Ahmed,12,,,,,,,R,R,TEX,2025,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20250423,20250501,ahmen001,available,t
129059,Keegan,Akin,3,,,,,,,L,L,BAL,2025,64,64,3,61,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250928,akink001,available,t
129060,Ozzie,Albies,16,,,,,,,B,R,ATL,2025,157,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,20250327,20250922,albio001,available,t
129061,Jorge,Alcala,2,,,,,,,R,R,BOS,2025,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20250617,20250804,alcaj001,available,t
129075,Tyler,Alexander,23,,,,,,,R,L,MIL,2025,21,21,4,17,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250531,alext001,available,t
129077,Kolby,Allard,7,,,,,,,L,L,CLE,2025,33,33,2,31,0,0,0,0,0,0,0,0,0,0,0,0,20250426,20250928,allak001,available,t
129078,Greg,Allen,3,,,,,,,B,R,BAL,2025,7,0,0,0,0,0,0,0,0,1,7,0,7,0,0,1,20250808,20250815,alleg002,available,t
129079,Logan,Allen,7,,,,,,,R,L,CLE,2025,30,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0,20250401,20250928,allel003,available,t
129080,Nick,Allen,16,,,,,,,R,R,ATL,2025,135,0,0,0,0,0,5,0,130,0,0,0,0,0,1,2,20250328,20250928,allen002,available,t
129084,Jose,Altuve,11,,,,,,,R,R,HOU,2025,155,0,0,0,0,0,66,0,0,47,0,0,47,49,1,0,20250327,20250927,altuj001,available,t
129088,Jose,Alvarado,19,,,,,,,L,L,PHI,2025,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250910,alvaj004,available,t
129089,Nacho,Alvarez,16,,,,,,,R,R,ATL,2025,58,0,0,0,0,0,0,58,0,0,0,0,0,0,1,0,20250712,20250928,alvan001,available,t
129090,Yordan,Alvarez,11,,,,,,,L,R,HOU,2025,48,0,0,0,0,0,0,0,0,15,0,0,15,32,1,0,20250327,20250915,alvay001,available,t
129091,Adael,Amador,27,,,,,,,B,R,COL,2025,41,0,0,0,0,0,41,0,0,0,0,0,0,0,2,0,20250413,20250813,amada001,available,t
129094,Grant,Anderson,23,,,,,,,R,R,MIL,2025,68,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,20250331,20251014,andeg002,available,t
129096,Nick,Anderson,27,,,,,,,R,R,COL,2025,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20250726,20250827,anden001,available,t
129101,Miguel,Andujar,22,,,,,,,R,R,CIN,2025,36,0,0,0,0,2,0,0,0,2,0,0,2,27,11,0,20250802,20251001,andum001,available,t
129102,Roman,Anthony,2,,,,,,,L,R,BOS,2025,71,0,0,0,0,0,0,0,0,19,0,36,52,18,5,0,20250609,20250902,anthr001,available,t
129105,Orlando,Arcia,16,,,,,,,R,R,ATL,2025,14,0,0,0,0,0,0,0,13,0,0,0,0,1,0,1,20250327,20250522,arcio002,available,t
129106,Orlando,Arcia,27,,,,,,,R,R,COL,2025,62,0,0,0,0,11,21,20,16,0,0,0,0,1,1,2,20250528,20250924,arcio002,available,t
129108,Gabriel,Arias,7,,,,,,,R,R,CLE,2025,132,0,0,0,0,0,28,8,109,0,0,0,0,0,1,1,20250327,20251002,ariag002,available,t
129109,Luarbert,Arias,17,,,,,,,R,R,MIA,2025,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20250331,20250903,arial001,available,t
129110,Shawn,Armstrong,12,,,,,,,R,R,TEX,2025,71,71,2,69,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250927,armss001,available,t
129074,Tyler,Alexander,6,,,,,,,R,L,CWS,2025,31,31,1,30,0,0,0,0,0,0,0,0,0,0,0,0,20250608,20250928,alext001,available,t
129083,Dan,Altavilla,6,,,,,,,R,R,CWS,2025,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20250530,20250909,altad001,available,t
129066,Sergio,Alcantara,30,,,,,,,B,R,SF,2025,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20250704,20250704,alcas002,available,t
129073,Scott,Alexander,30,,,,,,,L,L,SF,2025,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20250708,20250709,alexs001,available,t
129104,Jonathan,Aranda,4,,,,,,,L,R,TB,2025,106,0,0,0,0,93,0,0,0,0,0,0,0,10,10,0,20250328,20250928,aranj001,available,t
129067,Sam,Aldegheri,13,,,,,,,L,L,LAA,2025,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,20250604,20250928,aldes001,available,t
129095,Ian,Anderson,13,,,,,,,R,R,LAA,2025,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20250401,20250422,andei001,available,t
129097,Shaun,Anderson,13,,,,,,,R,R,LAA,2025,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20250509,20250811,andes002,available,t
129098,Tim,Anderson,13,,,,,,,R,R,LAA,2025,31,0,0,0,0,0,16,0,15,0,0,0,0,0,0,1,20250327,20250525,andet001,available,t
129099,Tyler,Anderson,13,,,,,,,L,L,LAA,2025,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20250331,20250829,andet002,available,t
129069,CJ,Alexander,14,,,,,,,L,R,OAK,2025,6,0,0,0,0,2,0,2,0,1,0,1,2,0,2,0,20250523,20250602,alexc001,available,t
129070,Jason,Alexander,14,,,,,,,R,R,OAK,2025,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20250411,20250515,alexj001,available,t
129086,Elvis,Alvarado,14,,,,,,,R,R,OAK,2025,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20250509,20250928,alvae002,available,t
129100,Miguel,Andujar,14,,,,,,,R,R,OAK,2025,60,0,0,0,0,1,0,32,0,27,0,3,30,2,4,0,20250327,20250730,andum001,available,t
129076,Jorge,Alfaro,20,,,,,,,R,R,WSH,2025,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20250903,20250927,alfaj002,available,t
129085,Andrew,Alvarez,20,,,,,,,L,L,WSH,2025,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20250901,20250924,alvaa003,available,t
129063,Jorge,Alcala,25,,,,,,,R,R,STL,2025,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20250812,20250927,alcaj001,available,t
129107,Nolan,Arenado,25,,,,,,,R,R,STL,2025,107,0,0,0,0,0,0,102,0,0,0,0,0,3,1,0,20250327,20250927,arenn001,available,t
129082,Pete,Alonso,18,,,,,,,R,R,NYM,2025,162,0,0,0,0,160,0,0,0,0,0,0,0,2,0,0,20250327,20250928,alonp001,available,t
129087,Francisco,Alvarez,18,,,,,,,R,R,NYM,2025,76,0,0,0,74,0,0,0,0,0,0,0,0,2,4,0,20250425,20250928,alvaf001,available,t
129116,Braxton,Ashcraft,24,,,,,,,L,R,PIT,2025,26,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0,20250526,20250925,ashcb001,available,t
129117,Graham,Ashcraft,22,,,,,,,L,R,CIN,2025,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20250329,20250930,ashcg001,available,t
129120,Drew,Avans,23,,,,,,,L,L,MIL,2025,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20250615,20250615,avand001,available,t
129122,Jose,Azocar,16,,,,,,,R,R,ATL,2025,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,20250606,20250615,azocj001,available,t
129124,Lake,Bachar,17,,,,,,,R,R,MIA,2025,53,53,1,52,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250927,bachl001,available,t
129126,Kyle,Backhus,26,,,,,,,L,L,ARI,2025,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,20250608,20250914,backk001,available,t
129127,Akil,Baddoo,8,,,,,,,L,L,DET,2025,7,0,0,0,0,0,0,0,0,5,1,2,7,0,1,0,20250514,20250523,badda001,available,t
129128,Harrison,Bader,10,,,,,,,R,R,MIN,2025,96,0,0,0,0,0,0,0,0,70,33,5,94,0,6,4,20250327,20250730,badeh001,available,t
129129,Harrison,Bader,19,,,,,,,R,R,PHI,2025,53,0,0,0,0,0,0,0,0,0,49,0,49,0,7,1,20250801,20251009,badeh001,available,t
129130,Ji Hwan,Bae,24,,,,,,,L,R,PIT,2025,13,0,0,0,0,0,0,0,0,4,4,1,9,2,0,6,20250329,20250914,bae-j001,available,t
129132,Javier,Baez,8,,,,,,,R,R,DET,2025,134,0,0,0,0,0,10,23,70,0,53,0,53,0,5,0,20250327,20251010,baezj001,available,t
129134,Bryan,Baker,3,,,,,,,R,R,BAL,2025,42,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250708,bakeb001,available,t
129138,Drake,Baldwin,16,,,,,,,L,R,ATL,2025,124,0,0,0,97,0,0,0,0,0,0,0,0,13,23,1,20250327,20250928,baldd001,available,t
129141,Will,Banfield,22,,,,,,,R,R,CIN,2025,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20250823,20250903,banfw001,available,t
129142,Tanner,Banks,19,,,,,,,R,L,PHI,2025,71,71,1,70,0,0,0,0,0,0,0,0,0,0,0,0,20250329,20251008,bankt001,available,t
129143,David,Banuelos,3,,,,,,,R,R,BAL,2025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20250713,20250713,banud001,available,t
129144,Hunter,Barco,24,,,,,,,L,L,PIT,2025,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20250923,20250928,barch001,available,t
129145,Addison,Barger,5,,,,,,,L,R,TOR,2025,152,0,0,0,0,0,0,97,0,0,0,68,68,1,14,0,20250415,20251101,barga001,available,t
129146,Scott,Barlow,22,,,,,,,R,R,CIN,2025,76,76,1,75,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250930,barls001,available,t
129148,Jacob,Barnes,5,,,,,,,R,R,TOR,2025,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20250327,20250419,barnj002,available,t
129150,Tucker,Barnhart,12,,,,,,,L,R,TEX,2025,8,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,20250501,20250530,barnt001,available,t
129151,Jorge,Barrosa,26,,,,,,,B,L,ARI,2025,33,0,0,0,0,0,0,0,0,13,16,4,30,1,7,2,20250423,20250928,barrj004,available,t
129152,Joey,Bart,24,,,,,,,R,R,PIT,2025,93,0,0,0,83,0,0,0,0,0,0,0,0,4,9,0,20250327,20250928,bartj003,available,t
129153,Samuel,Basallo,3,,,,,,,L,R,BAL,2025,31,0,0,0,22,2,0,0,0,0,0,0,0,7,2,0,20250817,20250927,basas001,available,t
